일자,기온,풍속(m/s),풍향(16방위),습도(%),증기압(hPa),현지기압(hPa),일조(hr),일사(MJ/m2),지면온도(°C),오 존,이산화질소,일산화탄소,아황산가스,PM10,PM2.5
2022-12-22-11,-7.3,4.5,290,63,2.2,999.9,0.5,0.87,-2,0.002,0.048,0.6,0.004,33,22
2022-12-22-12,-6.3,7,250,58,2.2,999.1,0.8,1.73,-0.9,0.003,0.045,0.6,0.003,33,17
2022-12-22-13,-6.5,5.9,290,52,2,998.5,1,2.07,-0.6,0.006,0.041,0.6,0.004,32,23
2022-12-22-14,-6.2,6.5,250,54,2.1,998.1,0.7,1.48,-0.6,0.01,0.034,0.5,0.003,30,22
2022-12-22-15,-6.5,5.9,270,48,1.8,998.4,0.8,1.33,-0.8,0.011,0.031,0.5,0.003,27,16
2022-12-22-16,-6.4,6.4,290,45,1.7,998.6,1,1.03,-1.2,0.009,0.04,0.5,0.004,33,18
2022-12-22-17,-7.6,5.2,270,50,1.7,998.6,0.9,0.38,-2.1,0.007,0.035,0.5,0.003,34,18
2022-12-22-18,-8.4,5,270,51,1.7,998.9,0,0.01,-3,0.005,0.036,0.6,0.004,35,20
2022-12-22-19,-9,5.3,290,55,1.7,999.6,,,-3.5,0.003,0.051,0.6,0.004,46,20
2022-12-22-20,-9.8,4.8,270,57,1.7,999.5,,,-3.9,0.003,0.052,0.6,0.004,43,23
2022-12-22-21,-10.1,5.6,270,57,1.6,999.5,,,-4.2,0.003,0.049,0.7,0.004,45,20
2022-12-22-22,-10.5,4.8,270,58,1.6,999.5,,,-4.4,0.004,0.049,0.8,0.004,53,24
2022-12-22-23,-10.9,4.7,270,59,1.6,999.8,,,-4.6,0.005,0.046,0.8,0.003,49,26
2022-12-23-00,-11.3,5.4,290,58,1.5,999.8,,,-4.7,0.003,0.044,0.8,0.004,49,29
2022-12-23-01,-11.7,4.6,290,63,1.6,999.8,,,-4.9,0.003,0.048,0.9,0.004,47,32
2022-12-23-02,-12.1,4.4,270,65,1.6,1000.2,,,-4.9,0.004,0.05,0.9,0.004,49,33
2022-12-23-03,-12.8,4.7,270,63,1.5,1000.6,,,-5.1,0.003,0.053,1.1,0.004,53,40
2022-12-23-04,-13.2,5.7,270,62,1.4,1000.7,,,-5.3,0.003,0.052,0.9,0.004,60,43
2022-12-23-05,-13.4,5.5,270,62,1.4,1000.9,,,-5.5,0.002,0.053,0.9,0.004,62,44
2022-12-23-06,-13.6,5,270,63,1.4,1001,,,-5.6,0.002,0.051,1,0.004,59,42
2022-12-23-07,-13.7,4.5,270,63,1.3,1001.5,,,-5.7,0.007,0.044,0.8,0.004,62,39
2022-12-23-08,-13.7,4.6,290,61,1.3,1001.9,0,0,-5.8,0.023,0.019,0.6,0.003,52,28
2022-12-23-09,-13.3,4.5,270,58,1.3,1002.3,0.8,0.3,-5.6,0.027,0.015,0.6,0.004,54,28
2022-12-23-10,-12.1,5.5,290,57,1.4,1002.7,1,0.82,-4.5,0.028,0.013,0.5,0.004,74,25
2022-12-23-11,-11.4,5.8,290,54,1.4,1002.5,1,1.42,-3.1,0.027,0.013,0.5,0.003,76,19
2022-12-23-12,-10.3,5.7,290,55,1.5,1001.4,1,1.69,-2.3,0.026,0.012,0.5,0.004,74,21
2022-12-23-13,-9.6,5.1,290,54,1.6,1000.9,1,1.94,-1.6,0.027,0.01,0.4,0.003,61,15
2022-12-23-14,-9.3,5.5,290,54,1.6,1001,1,1.99,-1.1,0.027,0.009,0.4,0.003,41,11
2022-12-23-15,-9.2,5,290,53,1.6,1001.3,1,1.41,-1.7,0.026,0.01,0.4,0.004,31,14
2022-12-23-16,-9.4,4.4,290,56,1.7,1001.7,0.9,0.85,-2.6,0.024,0.009,0.4,0.003,28,14
2022-12-23-17,-10.5,4.4,290,60,1.7,1002.3,0.7,0.32,-3.5,0.022,0.011,0.4,0.003,26,14
2022-12-23-18,-11.2,3.8,290,61,1.6,1003.6,0,0.02,-4.2,0.02,0.013,0.4,0.003,26,15
2022-12-23-19,-11.7,3.4,270,60,1.5,1004.9,,,-4.9,0.018,0.016,0.4,0.003,21,13
2022-12-23-20,-11.8,3.6,270,62,1.5,1005.1,,,-5.1,0.018,0.017,0.4,0.003,23,13
2022-12-23-21,-11.6,2.2,320,63,1.6,1005.7,,,-5.1,0.02,0.014,0.4,0.003,25,12
2022-12-23-22,-11.9,1.4,320,64,1.6,1006.1,,,-5.3,0.021,0.013,0.4,0.004,31,17
2022-12-23-23,-12.2,1.7,270,64,1.5,1006.4,,,-5.6,0.025,0.012,0.4,0.003,32,15
2022-12-24-00,-12.6,1.7,50,68,1.6,1006.7,,,-5.8,0.028,0.01,0.4,0.003,28,14
2022-12-24-01,-12.7,1.6,360,69,1.6,1006.8,,,-5.9,0.029,0.011,0.4,0.003,23,11
2022-12-24-02,-12.4,2,340,59,1.4,1006.9,,,-5.9,0.028,0.011,0.4,0.003,23,12
2022-12-24-03,-12.1,2.6,320,56,1.4,1007.4,,,-5.9,0.026,0.011,0.4,0.003,25,10
2022-12-24-04,-12.7,1.1,50,58,1.3,1007.9,,,-6,0.025,0.014,0.4,0.003,17,9
2022-12-24-05,-13.2,1.7,50,61,1.4,1008.5,,,-6.1,0.021,0.015,0.5,0.003,16,8
2022-12-24-06,-13.3,2.3,50,63,1.4,1008.9,,,-6.1,0.021,0.014,0.4,0.003,17,8
2022-12-24-07,-13.3,2.6,50,64,1.4,1009.8,,,-6.1,0.024,0.013,0.4,0.003,21,10
2022-12-24-08,-13.5,2.3,50,63,1.4,1009.8,0,0,-6.2,0.024,0.01,0.4,0.003,21,10
2022-12-24-09,-12.2,1.5,70,60,1.5,1010.4,1,0.36,-6,0.024,0.009,0.4,0.003,21,11
2022-12-24-10,-10.3,1.9,50,58,1.6,1010.8,0.9,0.68,-4.9,0.021,0.022,0.4,0.003,23,13
2022-12-24-11,-8.2,0.8,200,52,1.7,1010.9,1,1.45,-0.9,0.021,0.021,0.4,0.003,25,13
2022-12-24-12,-6.1,1.3,90,46,1.8,1010.3,1,1.79,0,0.027,0.006,0.4,0.002,22,11
2022-12-24-13,-4.5,1.4,90,44,1.9,1009.6,1,1.92,1.1,0.028,0.005,0.3,0.003,24,11
2022-12-24-14,-2.9,1.5,230,42,2.1,1009.1,1,1.82,2.4,0.027,0.005,0.3,0.002,19,9
2022-12-24-15,-2.6,2.5,200,42,2.1,1009.2,1,1.51,-0.1,0.026,0.006,0.3,0.003,17,8
2022-12-24-16,-2.1,1.4,180,40,2.1,1009.3,1,0.96,-0.3,0.026,0.006,0.3,0.002,18,7
2022-12-24-17,-3.5,1.7,290,44,2.1,1009.6,1,0.41,-1,0.025,0.007,0.3,0.002,20,6
2022-12-24-18,-5.2,1.5,270,48,2,1010.3,0,0.02,-2.2,0.022,0.01,0.4,0.002,17,8
2022-12-24-19,-6.1,1.4,250,53,2.1,1010.6,,,-3.5,0.021,0.014,0.3,0.002,18,7
2022-12-24-20,-6.6,2.3,270,56,2.1,1010.8,,,-4.6,0.02,0.014,0.4,0.002,13,7
2022-12-24-21,-7,2.2,270,59,2.1,1011.1,,,-5.3,0.022,0.013,0.4,0.002,15,7
2022-12-24-22,-7.5,0.4,0,59,2.1,1011.3,,,-5.8,0.025,0.009,0.4,0.003,23,14
2022-12-24-23,-8,0.3,0,63,2.1,1011,,,-6.3,0.025,0.01,0.4,0.003,26,14
2022-12-25-00,-8.5,1.8,270,65,2.1,1011.3,,,-6.6,0.027,0.009,0.4,0.003,26,11
2022-12-25-01,-8.7,1.1,290,70,2.2,1011.4,,,-6.8,0.027,0.008,0.4,0.003,24,11
2022-12-25-02,-9,1.2,270,69,2.1,1011.5,,,-7,0.027,0.009,0.4,0.003,21,10
2022-12-25-03,-9.1,0.8,320,73,2.3,1011.8,,,-7.2,0.027,0.011,0.4,0.003,24,10
2022-12-25-04,-9.1,1.6,70,72,2.2,1011.5,,,-7.2,0.024,0.015,0.4,0.003,23,11
2022-12-25-05,-9.2,0.8,50,73,2.2,1011.4,,,-7.4,0.024,0.012,0.4,0.003,24,12
2022-12-25-06,-9.4,1.7,50,76,2.3,1011.9,,,-7.4,0.024,0.016,0.4,0.002,16,9
2022-12-25-07,-9.5,1.8,50,77,2.3,1012,,,-7.4,0.023,0.015,0.4,0.002,16,10
2022-12-25-08,-9.3,0.8,290,81,2.5,1012.2,0,0,-7.5,0.025,0.011,0.4,0.002,18,11
2022-12-25-09,-8.9,1.6,20,80,2.5,1012.5,1,0.31,-6.6,0.024,0.009,0.4,0.002,18,8
2022-12-25-10,-6.6,1.5,50,73,2.7,1012.6,1,0.87,-3.6,0.021,0.013,0.4,0.002,20,10
2022-12-25-11,-4.4,2.9,290,60,2.6,1013,1,1.4,-0.4,0.019,0.016,0.4,0.002,19,10
2022-12-25-12,-3.1,3.1,290,58,2.8,1012.8,1,1.79,0.6,0.018,0.016,0.4,0.002,17,8
2022-12-25-13,-1.3,2.9,250,51,2.8,1011.9,1,1.93,2.8,0.017,0.017,0.4,0.002,15,9
2022-12-25-14,-1.1,3.4,270,50,2.8,1012.5,1,1.81,3,0.019,0.014,0.4,0.002,15,7
2022-12-25-15,-0.5,2.9,290,47,2.8,1012.4,1,1.48,0.1,0.019,0.013,0.4,0.002,15,8
2022-12-25-16,-0.2,2.7,270,47,2.8,1012.8,1,0.89,-0.2,0.017,0.016,0.4,0.002,15,8
2022-12-25-17,-1.6,2.9,270,52,2.8,1012.9,1,0.4,-0.5,0.013,0.021,0.5,0.003,20,11
2022-12-25-18,-2.5,1.6,340,56,2.9,1013.1,0,0.01,-1.5,0.009,0.029,0.5,0.003,17,11
2022-12-25-19,-3.3,1.5,340,59,2.8,1013.3,,,-2.6,0.008,0.029,0.5,0.002,21,10
2022-12-25-20,-4,0.8,360,65,3,1013.4,,,-3.7,0.013,0.023,0.5,0.003,24,12
2022-12-25-21,-4.3,1.2,290,68,3,1013.9,,,-4.6,0.01,0.035,0.6,0.003,28,15
2022-12-25-22,-4.9,1.3,270,68,2.9,1013.8,,,-5.3,0.015,0.024,0.6,0.004,38,16
2022-12-25-23,-5,2,270,72,3,1014.1,,,-5.1,0.015,0.028,0.6,0.003,40,18
2022-12-26-00,-5.4,1.2,320,74,3,1014.2,,,-5.7,0.015,0.032,0.6,0.004,40,18
2022-12-26-01,-6,1.5,250,75,2.9,1014.3,,,-6.1,0.013,0.032,0.7,0.004,43,22
2022-12-26-02,-6.4,1,270,77,2.9,1014.3,,,-6.4,0.011,0.041,0.7,0.004,50,24
2022-12-26-03,-6.8,0.8,320,80,3,1014.4,,,-6.7,0.009,0.046,0.7,0.004,49,23
2022-12-26-04,-7,0.9,340,79,2.9,1014.6,,,-6.9,0.004,0.05,0.8,0.004,54,27
2022-12-26-05,-7.1,0.8,290,82,3,1014.5,,,-6.9,0.002,0.051,0.8,0.004,49,29
2022-12-26-06,-7.1,1,340,83,3,1014.4,,,-7,0.003,0.046,0.6,0.004,38,23
2022-12-26-07,-7.6,2.1,20,84,2.9,1015,,,-7,0.006,0.04,0.6,0.003,36,21
2022-12-26-08,-7.9,2.4,50,85,2.9,1015.3,0,0,-6.8,0.003,0.043,0.6,0.003,33,21
2022-12-26-09,-7.1,2.2,20,84,3,1015.8,0.5,0.26,-5.6,0.006,0.039,0.6,0.003,33,21
2022-12-26-10,-5,1.9,50,78,3.3,1015.9,1,0.59,-2.7,0.017,0.026,0.6,0.003,31,19
2022-12-26-11,-2.7,1.7,50,67,3.4,1015.6,1,1.19,-0.2,0.006,0.034,0.6,0.003,32,21
2022-12-26-12,-2.1,1.7,50,63,3.3,1015.1,0.2,0.98,0,0.002,0.044,0.7,0.003,36,22
2022-12-26-13,-0.6,0.6,230,59,3.5,1014.6,1,1.41,1.1,0.003,0.041,0.7,0.003,34,21
2022-12-26-14,0.3,1.9,250,54,3.4,1014.2,0.9,1.31,2,0.003,0.04,0.7,0.002,33,21
2022-12-26-15,1.5,1.4,200,51,3.5,1014.4,1,1.25,0.5,0.002,0.044,0.8,0.002,32,19
2022-12-26-16,1,1.8,290,46,3,1014.5,1,0.88,-0.1,0.001,0.047,0.9,0.003,35,23
2022-12-26-17,-0.2,1.7,270,48,2.9,1015,1,0.38,-0.4,0.001,0.046,1,0.003,33,22
2022-12-26-18,-1.5,0.4,0,53,2.9,1015.3,0,0.02,-1.4,0.002,0.048,1,0.003,35,23
2022-12-26-19,-2.3,1.2,250,57,3,1015.8,,,-2.5,0.002,0.05,1,0.003,34,26
2022-12-26-20,-3.1,0.9,270,59,2.9,1016.3,,,-3.6,0.003,0.052,1.1,0.003,36,25
2022-12-26-21,-3.7,1.2,360,61,2.8,1016.3,,,-4.5,0.005,0.054,1.1,0.004,42,28
2022-12-26-22,-4.1,0.8,320,65,2.9,1016.5,,,-5.1,0.008,0.047,1,0.004,54,34
2022-12-26-23,-4.6,1.4,250,68,3,1016.8,,,-5.5,0.027,0.015,0.5,0.004,46,28
2022-12-27-00,-4.8,1,340,72,3.1,1016.9,,,-5.9,0.025,0.022,0.6,0.005,35,23
2022-12-27-01,-5.2,1.8,20,73,3,1016.9,,,-6.1,0.024,0.024,0.6,0.005,35,22
2022-12-27-02,-5.4,1.7,20,76,3.1,1017.2,,,-6.3,0.024,0.022,0.6,0.004,42,26
2022-12-27-03,-6,2,50,79,3.1,1017.7,,,-6.5,0.025,0.023,0.6,0.005,42,24
2022-12-27-04,-6.3,1.6,50,80,3.1,1017.7,,,-6.6,0.027,0.022,0.6,0.004,41,27
2022-12-27-05,-6.5,1.9,20,81,3,1017.9,,,-6.8,0.022,0.029,0.7,0.004,40,26
2022-12-27-06,-6.8,2,20,82,3,1018,,,-7,0.015,0.036,0.7,0.004,43,28
2022-12-27-07,-7.2,2.2,20,84,3,1018.6,,,-7.2,0.009,0.044,0.8,0.003,46,30
2022-12-27-08,-7.3,2,20,86,3,1019.2,0,0,-7.1,0.006,0.047,0.8,0.003,44,30
2022-12-27-09,-6.6,2.1,20,86,3.2,1019.3,0.9,0.3,-5.9,0.013,0.037,0.7,0.003,39,24
2022-12-27-10,-4.1,2.7,50,77,3.5,1019.5,1,0.83,-2.8,0.005,0.045,0.8,0.003,37,21
2022-12-27-11,-2,2.5,50,68,3.6,1019.2,1,1.37,0.1,0.009,0.037,0.7,0.003,36,22
2022-12-27-12,-0.4,1.6,360,61,3.6,1018.5,1,1.68,2.6,0.004,0.043,0.8,0.003,35,24
2022-12-27-13,2.3,1.3,230,51,3.7,1017.9,1,1.79,4.6,0.004,0.043,0.8,0.003,34,22
2022-12-27-14,2.7,2.5,290,52,3.9,1017.3,1,1.65,4.3,0.003,0.042,0.8,0.003,34,23
2022-12-27-15,3,2.5,290,51,3.9,1017.1,1,1.4,1.4,0.002,0.045,0.8,0.003,36,24
2022-12-27-16,2.6,2.4,290,53,3.9,1017.2,1,0.87,-0.2,0.002,0.046,0.9,0.003,39,24
2022-12-27-17,1.5,2,290,55,3.8,1017.4,0.9,0.35,-0.2,0.002,0.05,1,0.003,40,25
2022-12-27-18,0.5,1.2,290,59,3.7,1017.8,0,0.01,-0.4,0.002,0.058,1.1,0.003,41,28
2022-12-27-19,-0.3,0.6,320,62,3.7,1017.9,,,-0.6,0.002,0.054,1.3,0.004,48,31
2022-12-27-20,-0.6,2,290,66,3.9,1018.2,,,-0.9,0.003,0.051,1,0.003,49,32
2022-12-27-21,-1.4,0.9,290,67,3.7,1018.1,,,-2,0.004,0.061,1.2,0.004,53,30
2022-12-27-22,-2.3,1,270,69,3.6,1018.3,,,-3,0.004,0.064,1.3,0.005,71,44
2022-12-27-23,-2.8,0.9,250,71,3.5,1018.4,,,-3.9,0.005,0.061,1.1,0.004,77,50
2022-12-28-00,-3.1,0.7,270,73,3.6,1017.9,,,-4.5,0.006,0.059,1.1,0.005,68,45
2022-12-28-01,-3.3,0.8,50,74,3.6,1017.1,,,-4.8,0.008,0.053,1,0.005,68,43
2022-12-28-02,-3.6,0.8,70,76,3.6,1016.7,,,-5.1,0.008,0.057,0.9,0.005,64,36
2022-12-28-03,-3.3,1.8,20,78,3.8,1016.9,,,-3.2,0.005,0.064,1.1,0.005,68,40
2022-12-28-04,-2.1,2.5,230,88,4.6,1017,,,-2.3,0.008,0.05,0.6,0.004,46,31
2022-12-28-05,-1.5,3.9,290,92,5,1017.3,,,-2.1,0.007,0.05,0.6,0.004,36,26
2022-12-28-06,-2.3,3.6,320,89,4.6,1017.9,,,-2.2,0.004,0.053,0.7,0.004,32,22
2022-12-28-07,-3.5,3,290,67,3.2,1018.7,,,-3.1,0.007,0.048,0.6,0.003,35,21
2022-12-28-08,-4.5,2.7,320,56,2.5,1019.3,0,0,-4.1,0.012,0.038,0.6,0.004,34,20
2022-12-28-09,-4.8,2.2,270,56,2.4,1019.8,0.7,0.25,-4.2,0.004,0.046,0.6,0.003,31,18
2022-12-28-10,-3.6,2,290,48,2.3,1020,1,0.87,-2.4,0.001,0.049,0.9,0.004,32,22
2022-12-28-11,-2,1.8,290,44,2.3,1020,1,1.45,-0.2,0.001,0.049,1,0.003,32,22
2022-12-28-12,-1.8,3.6,290,40,2.1,1019.2,1,1.79,0.8,0.001,0.048,0.9,0.003,32,21
2022-12-28-13,-1.2,4.1,290,43,2.4,1018.5,1,1.9,3,0.001,0.054,1,0.003,37,23
2022-12-28-14,-0.8,4.1,320,44,2.5,1018.4,1,1.75,3.2,0.002,0.056,1.1,0.003,40,27
2022-12-28-15,-0.3,3.2,270,42,2.5,1018.6,1,1.49,0.3,0.002,0.054,1.1,0.004,41,30
2022-12-28-16,-0.6,2.3,270,43,2.5,1018.9,1,0.94,-0.2,0.002,0.053,1,0.003,42,27
2022-12-28-17,-2,2.9,270,46,2.4,1019.5,1,0.4,-0.6,0.002,0.053,1.1,0.004,43,28
2022-12-28-18,-3,2.5,270,48,2.4,1020,0,0.02,-1.5,0.002,0.051,1.1,0.003,44,30
2022-12-28-19,-3.5,2.6,270,48,2.3,1020.1,,,-2.6,0.002,0.055,1.2,0.004,47,33
2022-12-28-20,-4.2,2,270,51,2.3,1020.7,,,-3.7,0.002,0.058,1.3,0.004,47,33
2022-12-28-21,-4.6,2.2,270,54,2.3,1021.2,,,-4.6,0.003,0.06,1.3,0.004,62,40
2022-12-28-22,-5,2.2,270,56,2.4,1021.6,,,-5.2,0.004,0.06,1.2,0.005,75,47
2022-12-28-23,-5.4,1.5,270,58,2.4,1022.1,,,-5.8,0.005,0.071,1.3,0.005,80,54
2022-12-29-00,-6,1.4,320,58,2.3,1022.1,,,-6.3,0.008,0.056,1,0.006,78,47
2022-12-29-01,-6.7,0.9,270,59,2.2,1022.1,,,-6.6,0.011,0.056,0.9,0.005,69,41
2022-12-29-02,-7.2,0.4,0,62,2.2,1022.2,,,-7,0.018,0.037,0.6,0.005,50,31
2022-12-29-03,-7.1,1.5,250,63,2.3,1022.4,,,-7.1,0.018,0.04,0.5,0.004,44,24
2022-12-29-04,-6.9,1.5,270,59,2.2,1022.3,,,-7.1,0.021,0.035,0.5,0.004,44,27
2022-12-29-05,-7.2,0.9,270,61,2.2,1022.1,,,-7.3,0.015,0.043,0.6,0.004,45,28
2022-12-29-06,-7.4,1.7,270,58,2,1022.1,,,-7.6,0.011,0.043,0.6,0.004,40,29
2022-12-29-07,-7.5,1.2,360,57,2,1022,,,-7.7,0.014,0.038,0.6,0.004,41,25
2022-12-29-08,-7.8,2.4,360,68,2.3,1022,0,0,-7.6,0.017,0.033,0.6,0.004,42,24
2022-12-29-09,-7.1,2.4,50,71,2.6,1022.1,1,0.3,-6.5,0.02,0.029,0.5,0.003,36,23
2022-12-29-10,-4.8,1.5,50,62,2.7,1022.5,1,0.84,-3.3,0.018,0.032,0.6,0.004,32,21
2022-12-29-11,-1.9,1,160,50,2.7,1022.2,1,1.39,0,0.007,0.042,0.7,0.004,30,19
2022-12-29-12,-1.1,3.3,290,34,1.9,1021.2,1,1.78,1.7,0.005,0.045,0.7,0.003,30,20
2022-12-29-13,-0.2,2.3,290,36,2.2,1020.5,1,1.92,4.1,0.007,0.042,0.7,0.003,32,22
2022-12-29-14,1.5,2.1,250,35,2.4,1019.9,1,1.84,4.9,0.003,0.049,0.8,0.003,29,19
2022-12-29-15,1.7,2.9,250,39,2.7,1019.9,1,1.46,1.2,0.002,0.058,1,0.004,31,18
2022-12-29-16,1.7,2.6,250,40,2.8,1020.3,1,0.95,-0.1,0.006,0.048,0.8,0.004,39,24
2022-12-29-17,0.5,1.2,290,43,2.7,1020.3,1,0.38,-0.3,0.019,0.023,0.6,0.003,42,26
2022-12-29-18,-0.6,2.8,290,51,3,1020.6,0,0.02,-0.7,0.02,0.02,0.5,0.003,39,26
2022-12-29-19,-1.2,1.6,270,54,3,1021.2,,,-1.2,0.018,0.021,0.5,0.004,34,21
2022-12-29-20,-1,1.8,290,54,3.1,1021.4,,,-0.9,0.016,0.025,0.5,0.004,32,15
2022-12-29-21,-0.8,2.1,200,63,3.6,1021.6,,,-1,0.02,0.023,0.5,0.004,31,12
2022-12-29-22,-1,0.4,0,63,3.6,1021.7,,,-1.2,0.025,0.015,0.4,0.004,26,12
2022-12-29-23,-1,1.5,50,65,3.7,1021.6,,,-1.3,0.026,0.014,0.4,0.004,25,12
2022-12-30-00,-1,1.4,20,71,4,1021.6,,,-1.2,0.027,0.015,0.4,0.004,29,13
2022-12-30-01,-1.2,2.2,50,76,4.3,1021.1,,,-1.3,,,,,,
2022-12-30-02,-1.4,2.2,50,77,4.2,1020.8,,,-1.8,,,,,,
2022-12-30-03,-2.3,2,50,81,4.2,1021,,,-3.2,0.027,0.015,0.5,0.004,,
2022-12-30-04,-2.7,1.7,360,83,4.2,1020.9,,,-3.3,0.027,0.017,0.5,0.004,36,19
2022-12-30-05,-2.4,1.3,360,82,4.2,1020.6,,,-2.6,0.024,0.02,0.5,0.004,33,17
2022-12-30-06,-2.2,1.3,340,84,4.4,1020.8,,,-2.9,0.021,0.022,0.5,0.004,31,16
2022-12-30-07,-2.8,1.5,270,85,4.2,1021,,,-4.4,0.02,0.025,0.5,0.004,31,15
2022-12-30-08,-3.3,0.9,290,86,4.1,1021.1,0,0,-4.8,0.022,0.021,0.5,0.004,30,14
2022-12-30-09,-3.5,0.8,360,87,4.1,1021.5,0,0.13,-4.1,0.017,0.027,0.5,0.003,30,16
2022-12-30-10,-1.5,0.9,180,82,4.5,1021.6,0.9,0.75,-1.6,0.017,0.025,0.5,0.003,30,15
2022-12-30-11,-0.6,1.9,290,71,4.2,1021.4,1,1.41,0.7,0.023,0.017,0.5,0.004,29,16
2022-12-30-12,0.6,1.8,270,57,3.6,1020.9,1,1.76,3.8,0.023,0.015,0.5,0.003,27,17
2022-12-30-13,1.7,2.5,250,53,3.7,1020.2,1,1.9,5.5,0.024,0.014,0.5,0.004,27,13
2022-12-30-14,2.1,3.6,230,42,3,1019.8,1,1.85,5.4,0.026,0.011,0.4,0.004,22,11
2022-12-30-15,2,3.7,270,42,3,1019.5,1,1.54,1.3,0.022,0.014,0.4,0.003,19,9
2022-12-30-16,1.4,3.8,270,38,2.6,1019.6,1,1.05,-0.1,0.019,0.019,0.5,0.003,20,7
2022-12-30-17,0.1,3.4,250,39,2.4,1020.1,1,0.43,-0.4,0.012,0.028,0.5,0.003,21,10
2022-12-30-18,-1,1.9,250,48,2.7,1020.5,0,0.02,-0.7,0.006,0.035,0.5,0.003,23,11
2022-12-30-19,-1.6,2.5,270,53,2.9,1020.9,,,-1.2,0.001,0.046,0.8,0.003,23,12
2022-12-30-20,-2.4,1.1,320,57,2.9,1021.1,,,-2,0.003,0.048,0.8,0.003,26,13
2022-12-30-21,-3.4,0.7,270,60,2.9,1021.3,,,-3,0.006,0.047,0.8,0.004,27,11
2022-12-30-22,-3.8,1.6,270,60,2.8,1021.1,,,-4,0.008,0.048,0.8,0.005,40,19
2022-12-30-23,-4,1.5,290,63,2.9,1021.2,,,-4.8,0.01,0.051,0.8,0.005,52,18
2022-12-31-00,-4.4,1.1,270,66,2.9,1021,,,-5.5,0.018,0.028,0.6,0.005,46,16
2022-12-31-01,-4.9,0,0,69,2.9,1020.5,,,-6,0.024,0.024,0.5,0.004,26,9
2022-12-31-02,-4.8,0.6,340,68,2.9,1020.5,,,-5,0.023,0.022,0.5,0.005,30,12
2022-12-31-03,-4.2,1.5,360,59,2.6,1020.4,,,-4,0.019,0.028,0.5,0.004,28,12
2022-12-31-04,-3.9,0.9,320,59,2.7,1020.2,,,-4.3,0.021,0.027,0.5,0.004,31,14
2022-12-31-05,-3.4,1.1,290,61,2.9,1020.3,,,-3.4,0.013,0.038,0.5,0.004,28,16
2022-12-31-06,-3.5,0.5,290,61,2.9,1020.2,,,-4.4,0.012,0.039,0.5,0.004,31,16
2022-12-31-07,-3.9,1.5,50,62,2.8,1020.5,,,-4.4,0.004,0.049,0.6,0.004,31,17
2022-12-31-08,-4,1.9,50,65,3,1020.7,0,0,-3.8,0.004,0.051,0.6,0.004,32,18
2022-12-31-09,-3.5,2.4,20,66,3.1,1020.8,0,0.1,-2.6,0.007,0.045,0.6,0.005,35,20
2022-12-31-10,-2.5,1.6,50,64,3.3,1020.9,0,0.39,-1,0.006,0.041,0.7,0.005,37,21
2022-12-31-11,-1.2,2.1,50,60,3.4,1020.8,0,0.59,-0.2,0.004,0.046,0.6,0.005,35,22
2022-12-31-12,-0.5,1.9,50,59,3.5,1020.5,0,0.48,-0.1,0.002,0.052,0.7,0.004,35,24
2022-12-31-13,0.4,1.8,50,61,3.8,1019.7,0,0.5,0.1,0.001,0.049,0.7,0.004,39,24
2022-12-31-14,1.3,0.9,50,61,4.1,1019.3,0,0.68,0.5,0.001,0.049,0.7,0.004,41,24
2022-12-31-15,1.9,1,20,62,4.3,1018.8,0,0.57,0.5,0.001,0.046,0.7,0.004,37,24
2022-12-31-16,2.1,1.9,20,62,4.4,1018.9,0.2,0.48,-0.1,0.001,0.048,0.7,0.004,35,25
2022-12-31-17,1.7,1.7,20,64,4.4,1018.7,0.9,0.35,-0.2,0.002,0.049,0.8,0.004,34,21
2022-12-31-18,0.6,2.2,20,68,4.3,1018.5,0,0.02,-0.4,0.002,0.053,0.8,0.004,39,25
2022-12-31-19,-0.2,1.8,20,73,4.4,1018.5,,,-0.9,0.002,0.05,0.9,0.004,39,26
2022-12-31-20,-0.8,1.4,20,75,4.3,1018.1,,,-1.8,0.002,0.048,0.9,0.004,38,26
2022-12-31-21,-1,0.9,340,77,4.4,1018.2,,,-2.8,0.004,0.052,0.9,0.005,41,27
2022-12-31-22,-0.8,0.5,290,78,4.5,1018.3,,,-2.2,0.008,0.047,0.8,0.005,49,34
2022-12-31-23,-0.2,1.3,230,77,4.6,1018.5,,,-2.1,0.017,0.032,0.6,0.005,41,25
2023-01-01-00,0.9,1.4,200,72,4.7,1018.5,,,-1.6,0.019,0.033,0.6,0.005,36,20
2023-01-01-01,1.5,1.9,250,71,4.9,1018,,,-1.4,0.022,0.028,0.5,0.004,37,20
2023-01-01-02,1.5,1.9,250,72,4.9,1017.8,,,-1.6,0.03,0.021,0.5,0.004,34,16
2023-01-01-03,1.6,1.6,250,74,5.1,1018.1,,,-1.8,0.029,0.023,0.5,0.004,26,13
2023-01-01-04,1.5,1.4,290,74,5,1018.1,,,-1.3,0.027,0.024,0.5,0.004,25,13
2023-01-01-05,0.8,2.4,290,62,4,1018.1,,,-2.1,0.023,0.03,0.6,0.004,27,14
2023-01-01-06,-0.2,3.1,320,67,4.1,1018.4,,,-3.3,0.024,0.026,0.6,0.004,32,19
2023-01-01-07,-1.5,2.5,270,71,3.9,1019.2,,,-4.1,0.024,0.026,0.6,0.004,33,19
2023-01-01-08,-1.8,2.7,270,75,4,1020,0,0,-4.4,0.027,0.022,0.6,0.004,37,26
